SERHL2	2.94E-19	2.52E-16
C1QA	3.10E-19	2.66E-16
CORO1A	3.33E-19	2.85E-16
ADAMDEC1	3.44E-19	2.95E-16
HCLS1	3.57E-19	3.06E-16
RTP4	3.60E-19	3.08E-16
TGFB1I1	3.91E-19	3.35E-16
GZMK	4.58E-19	3.92E-16
MYO1F	5.12E-19	4.39E-16
NCF4	5.61E-19	4.80E-16
P2RY13	5.78E-19	4.95E-16
ITGAL	6.22E-19	5.33E-16
SCRG1	7.05E-19	6.03E-16
HCP5	8.72E-19	7.46E-16
PSME1	9.00E-19	7.71E-16
FYB	1.23E-18	1.05E-15
SAMHD1	1.35E-18	1.15E-15
SLAMF8	1.36E-18	1.16E-15
ITGB2	1.49E-18	1.28E-15
LAMB2	1.54E-18	1.32E-15
CASP1	1.71E-18	1.46E-15
LPXN	1.77E-18	1.51E-15
CD247	1.81E-18	1.55E-15
IL21R	1.86E-18	1.59E-15
APOL6	2.25E-18	1.92E-15
PTPN7	2.26E-18	1.94E-15
TFEC	2.55E-18	2.19E-15
XBP1	3.07E-18	2.63E-15
RARRES3	3.28E-18	2.81E-15
AIF1	3.98E-18	3.40E-15
LILRB1	4.57E-18	3.91E-15
GZMB	4.61E-18	3.95E-15
TNFAIP8	5.03E-18	4.30E-15
CCL4	5.15E-18	4.41E-15
VCAM1	5.56E-18	4.76E-15
ITK	5.82E-18	4.98E-15
RAC2	5.94E-18	5.09E-15
C1QB	6.43E-18	5.50E-15
TRGV9	6.73E-18	5.76E-15
KLRC2	7.67E-18	6.57E-15
DENND2D	7.98E-18	6.83E-15
CADPS2	8.15E-18	6.97E-15
SMPDL3A	8.37E-18	7.16E-15
TBC1D9	1.09E-17	9.36E-15
TAPBP	1.11E-17	9.47E-15
ARHGAP25	1.30E-17	1.11E-14
AIM2	1.32E-17	1.13E-14
CST7	1.65E-17	1.41E-14
IGLJ3	1.68E-17	1.44E-14
CCR2	1.99E-17	1.70E-14
PMP22	2.10E-17	1.80E-14
DUSP10	2.26E-17	1.93E-14
TMEM135	2.35E-17	2.01E-14
LCK	2.42E-17	2.07E-14
EPHB3	2.79E-17	2.39E-14
PLAC8	2.86E-17	2.45E-14
SELL	3.39E-17	2.90E-14
AZGP1	3.72E-17	3.18E-14
TARP	4.03E-17	3.45E-14
JAK2	4.58E-17	3.92E-14
POU2AF1	4.59E-17	3.93E-14
CYBB	5.13E-17	4.39E-14
MNDA	6.36E-17	5.45E-14
TMEM140	6.50E-17	5.57E-14
PSMB10	7.25E-17	6.21E-14
LOC100130100	7.36E-17	6.30E-14
AGR2	7.38E-17	6.31E-14
IL23A	7.80E-17	6.68E-14
CLCA2	8.38E-17	7.17E-14
IQGAP2	9.45E-17	8.09E-14
SCNN1A	1.00E-16	8.58E-14
TRPS1	1.00E-16	8.59E-14
CECR1	1.06E-16	9.09E-14
ITGA4	1.25E-16	1.07E-13
XCL2	1.35E-16	1.15E-13
SPOCK2	1.40E-16	1.20E-13
TYROBP	1.43E-16	1.22E-13
XAF1	1.49E-16	1.27E-13
IGKV1D-13	1.61E-16	1.38E-13
ITM2A	1.84E-16	1.57E-13
DDX60	1.94E-16	1.66E-13
OASL	2.05E-16	1.76E-13
HLA-A	2.05E-16	1.76E-13
G6PD	2.07E-16	1.77E-13
AQP1	2.08E-16	1.78E-13
KIAA0644	2.22E-16	1.90E-13
NCF1B	2.30E-16	1.97E-13
USP18	2.42E-16	2.07E-13
NTN3	2.54E-16	2.17E-13
GNLY	2.63E-16	2.25E-13
GGCT	2.77E-16	2.37E-13
MS4A6A	3.19E-16	2.73E-13
CD37	3.23E-16	2.76E-13
PTPRCAP	3.52E-16	3.01E-13
SPARC	3.74E-16	3.20E-13
CD27	3.82E-16	3.27E-13
S100A1	3.89E-16	3.33E-13
GPD1L	4.21E-16	3.61E-13
NMI	4.33E-16	3.71E-13
CCR7	4.40E-16	3.76E-13
FCER1G	4.98E-16	4.26E-13
SPOCK1	6.07E-16	5.20E-13
GBP2	6.19E-16	5.30E-13
LOC652493	6.57E-16	5.62E-13
GALNT7	6.62E-16	5.67E-13
SERPINB9	8.57E-16	7.33E-13
BIK	9.65E-16	8.26E-13
IFI44	1.01E-15	8.64E-13
ATOX1	1.12E-15	9.57E-13
LGALS9	1.15E-15	9.85E-13
GPR65	1.18E-15	1.01E-12
IL7R	1.19E-15	1.01E-12
IFIT3	1.28E-15	1.10E-12
RBM47	1.32E-15	1.13E-12
OAS3	1.37E-15	1.17E-12
CTGF	1.49E-15	1.27E-12
COL1A2	1.87E-15	1.60E-12
HLA-C	1.96E-15	1.68E-12
FBN1	1.97E-15	1.68E-12
GCH1	2.00E-15	1.72E-12
IGHG3	2.11E-15	1.81E-12
ALOX5AP	2.14E-15	1.83E-12
FBP1	2.57E-15	2.20E-12
ALOX5	2.71E-15	2.32E-12
CYP2J2	2.77E-15	2.37E-12
SLC7A7	2.78E-15	2.38E-12
DUSP5	3.28E-15	2.81E-12
CD69	3.29E-15	2.81E-12
BCL2A1	3.30E-15	2.83E-12
MICALL1	3.42E-15	2.92E-12
IGKC	3.69E-15	3.16E-12
GPR18	3.93E-15	3.36E-12
IGSF6	4.02E-15	3.44E-12
C3AR1	4.76E-15	4.08E-12
CTSC	5.24E-15	4.48E-12
TMC5	5.50E-15	4.71E-12
PRKACB	6.17E-15	5.28E-12
LAMB1	6.60E-15	5.65E-12
UCP2	6.68E-15	5.72E-12
SPTLC2	6.79E-15	5.81E-12
BGN	6.83E-15	5.85E-12
ID4	7.00E-15	5.99E-12
NCF1	7.37E-15	6.31E-12
RNASE6	9.33E-15	7.98E-12
LY96	9.64E-15	8.25E-12
LST1	9.67E-15	8.28E-12
BTN3A2	9.79E-15	8.38E-12
MX1	1.13E-14	9.67E-12
AEBP1	1.17E-14	1.00E-11
SRPX	1.35E-14	1.16E-11
TRA@	1.37E-14	1.17E-11
S100A8	1.54E-14	1.32E-11
CLEC7A	1.66E-14	1.42E-11
IL15RA	1.73E-14	1.48E-11
DDX58	1.77E-14	1.51E-11
HLA-B	1.79E-14	1.53E-11
CCL8	2.01E-14	1.72E-11
ALOX15B	2.16E-14	1.85E-11
IFI16	2.19E-14	1.87E-11
HTRA1	2.54E-14	2.18E-11
C19orf66	3.27E-14	2.80E-11
PTRF	3.67E-14	3.14E-11
TRIM34	4.54E-14	3.88E-11
SCHIP1	4.69E-14	4.02E-11
DHRS2	4.80E-14	4.11E-11
LOC339562	6.13E-14	5.24E-11
PTGDS	6.38E-14	5.46E-11
ICAM3	6.57E-14	5.62E-11
MKNK2	7.78E-14	6.66E-11
IFI35	9.34E-14	7.99E-11
SP100	9.51E-14	8.14E-11
PARP8	9.78E-14	8.37E-11
SNX10	9.90E-14	8.48E-11
ACSL5	1.00E-13	8.58E-11
IL13RA1	1.01E-13	8.68E-11
MXRA8	1.07E-13	9.15E-11
TSPAN8	1.20E-13	1.02E-10
IFIT5	1.24E-13	1.06E-10
CKAP2	1.79E-13	1.53E-10
EAF2	1.91E-13	1.64E-10
MRC2	2.08E-13	1.78E-10
LY86	2.09E-13	1.79E-10
GZMH	2.20E-13	1.88E-10
SAR1B	2.23E-13	1.91E-10
TFAP2C	2.28E-13	1.95E-10
KRT23	2.32E-13	1.99E-10
LAT2	2.50E-13	2.14E-10
FAM69A	2.60E-13	2.22E-10
TTYH1	2.70E-13	2.31E-10
CYB5A	2.88E-13	2.47E-10
MS4A1	3.23E-13	2.77E-10
CRYAB	3.37E-13	2.88E-10
TIMP3	3.48E-13	2.98E-10
POSTN	3.54E-13	3.03E-10
GGT1	4.03E-13	3.45E-10
C4B	4.13E-13	3.53E-10
IL27RA	4.26E-13	3.65E-10
RASL12	4.50E-13	3.85E-10
ADAM28	4.60E-13	3.94E-10
LAMA4	4.74E-13	4.06E-10
KLRB1	4.86E-13	4.16E-10
IFITM1	5.33E-13	4.56E-10
KRT17	5.85E-13	5.01E-10
COL5A1	6.41E-13	5.49E-10
MXRA7	7.00E-13	5.99E-10
KRT14	7.66E-13	6.55E-10
FKBP9	7.89E-13	6.76E-10
SP140L	8.13E-13	6.96E-10
COL6A3	8.14E-13	6.97E-10
HPGD	1.02E-12	8.72E-10
DPYD	1.04E-12	8.86E-10
TNFSF10	1.06E-12	9.11E-10
COL11A1	1.10E-12	9.38E-10
SLAMF7	1.13E-12	9.68E-10
CLEC4A	1.16E-12	9.94E-10
IGHM	1.26E-12	1.08E-09
KIAA0746	1.30E-12	1.11E-09
SLC26A2	1.39E-12	1.19E-09
LGALS3BP	1.60E-12	1.37E-09
OAS2	1.63E-12	1.40E-09
TNFAIP2	1.75E-12	1.50E-09
PTGER4	1.83E-12	1.57E-09
C12orf35	1.92E-12	1.65E-09
FHL1	1.96E-12	1.68E-09
FAM5C	2.01E-12	1.72E-09
HERC5	2.26E-12	1.93E-09
MYLK	2.26E-12	1.93E-09
ACE2	2.39E-12	2.05E-09
LYN	2.69E-12	2.30E-09
HCK	2.82E-12	2.41E-09
IGL@	2.96E-12	2.54E-09
CDH11	3.05E-12	2.61E-09
S100A7	3.05E-12	2.61E-09
ACTG2	3.55E-12	3.04E-09
HIST1H4H	3.57E-12	3.06E-09
FXYD6	3.65E-12	3.13E-09
SH2D1A	3.98E-12	3.41E-09
C3	4.63E-12	3.96E-09
GPR87	4.82E-12	4.12E-09
XCL1	5.27E-12	4.51E-09
CCR1	5.72E-12	4.89E-09
FCGR1B	6.33E-12	5.42E-09
NNMT	6.54E-12	5.59E-09
IFI27	6.54E-12	5.60E-09
IRF7	6.58E-12	5.64E-09
CFB	7.07E-12	6.05E-09
BLVRA	8.55E-12	7.32E-09
SLC1A1	8.61E-12	7.37E-09
TOX3	9.14E-12	7.82E-09
LOC151162	9.19E-12	7.86E-09
SOD2	9.42E-12	8.06E-09
LTBP2	9.73E-12	8.33E-09
MREG	1.02E-11	8.76E-09
NID1	1.10E-11	9.43E-09
FKBP5	1.12E-11	9.58E-09
PON3	1.14E-11	9.79E-09
C9orf91	1.18E-11	1.01E-08
TMEM47	1.32E-11	1.13E-08
LTF	1.33E-11	1.14E-08
COL5A2	1.44E-11	1.23E-08
FAIM3	1.45E-11	1.24E-08
IGLL3	1.49E-11	1.27E-08
SPIB	1.50E-11	1.28E-08
NR1H3	1.62E-11	1.38E-08
PYCARD	1.66E-11	1.42E-08
C4A	1.67E-11	1.43E-08
SP110	1.74E-11	1.49E-08
HOXC6	1.85E-11	1.58E-08
IL32	1.85E-11	1.59E-08
PLS3	1.92E-11	1.64E-08
SGCE	2.21E-11	1.90E-08
COL10A1	2.63E-11	2.25E-08
IGKV4-1	2.69E-11	2.30E-08
GALNT6	2.87E-11	2.46E-08
IVD	3.46E-11	2.97E-08
MIA	3.48E-11	2.98E-08
GPR125	3.49E-11	2.99E-08
SQRDL	3.56E-11	3.05E-08
CLDN8	3.65E-11	3.12E-08
C1orf38	3.94E-11	3.37E-08
MYL9	4.02E-11	3.44E-08
HMHA1	4.27E-11	3.66E-08
HOXC10	4.30E-11	3.68E-08
GLUL	4.30E-11	3.68E-08
SOCS1	4.32E-11	3.70E-08
TLR1	4.65E-11	3.98E-08
WWP2	4.79E-11	4.10E-08
SERPINB5	4.86E-11	4.16E-08
TAPBPL	5.24E-11	4.48E-08
TAGLN	5.43E-11	4.65E-08
ALDH2	5.53E-11	4.73E-08
ASPN	5.57E-11	4.77E-08
FCGR1A	6.05E-11	5.18E-08
SIGLEC1	6.22E-11	5.33E-08
SERPINE2	6.28E-11	5.37E-08
TNS1	6.75E-11	5.78E-08
DPYSL2	6.85E-11	5.86E-08
MFAP5	6.86E-11	5.87E-08
AHNAK2	8.13E-11	6.96E-08
GABRP	8.58E-11	7.34E-08
CREBL2	8.97E-11	7.67E-08
FAM46C	1.04E-10	8.86E-08
SOBP	1.04E-10	8.91E-08
HLA-DRB6	1.06E-10	9.09E-08
S100A9	1.07E-10	9.18E-08
VTCN1	1.09E-10	9.34E-08
DKK3	1.17E-10	1.00E-07
ACAP1	1.32E-10	1.13E-07
IGFBP7	1.35E-10	1.16E-07
TRD@	1.36E-10	1.17E-07
NAMPT	1.37E-10	1.17E-07
TRIM14	1.39E-10	1.19E-07
BTBD3	1.49E-10	1.28E-07
ZBTB20	1.52E-10	1.30E-07
TDRD7	1.55E-10	1.32E-07
HLA-DQB1	1.67E-10	1.43E-07
RSAD2	1.68E-10	1.44E-07
IGHG1	1.73E-10	1.48E-07
SYNM	1.75E-10	1.50E-07
LOC65998	1.80E-10	1.54E-07
NDRG2	1.81E-10	1.55E-07
TYMP	1.82E-10	1.56E-07
SPON2	1.98E-10	1.69E-07
XYLT1	2.01E-10	1.72E-07
FAR2	2.05E-10	1.75E-07
FOXC1	2.16E-10	1.85E-07
LOC91316	2.18E-10	1.87E-07
FGFR1	2.19E-10	1.87E-07
CCL19	2.43E-10	2.08E-07
ARHGEF10	2.43E-10	2.08E-07
BST2	2.57E-10	2.20E-07
VAMP5	3.27E-10	2.80E-07
LBP	3.35E-10	2.87E-07
IFIT1	3.56E-10	3.04E-07
THBS2	3.60E-10	3.08E-07
TRIM2	3.66E-10	3.13E-07
TSPYL5	3.68E-10	3.15E-07
IGJ	3.69E-10	3.16E-07
INHBA	3.78E-10	3.24E-07
KRT5	3.81E-10	3.26E-07
COL6A2	4.26E-10	3.64E-07
QPRT	4.45E-10	3.81E-07
TTC39A	4.46E-10	3.81E-07
ARHGEF9	4.65E-10	3.98E-07
CASP8	5.35E-10	4.58E-07
DLC1	5.77E-10	4.94E-07
PRELP	6.24E-10	5.34E-07
LRRC15	6.34E-10	5.43E-07
COL3A1	6.48E-10	5.55E-07
BCL3	7.47E-10	6.40E-07
AMIGO2	8.17E-10	7.00E-07
SAMD9	8.62E-10	7.38E-07
SDC2	9.22E-10	7.89E-07
CREB3L2	9.31E-10	7.97E-07
PDGFA	9.36E-10	8.02E-07
ISG20	1.06E-09	9.11E-07
IFIT2	1.08E-09	9.21E-07
CPVL	1.13E-09	9.64E-07
PDLIM2	1.15E-09	9.88E-07
ENO2	1.21E-09	1.03E-06
ACTN4	1.22E-09	1.04E-06
CD163	1.23E-09	1.05E-06
SLC15A3	1.30E-09	1.11E-06
SECTM1	1.94E-09	1.66E-06
ZNF532	1.98E-09	1.69E-06
VCAN	2.01E-09	1.72E-06
MS4A4A	2.13E-09	1.83E-06
PNMAL1	2.22E-09	1.90E-06
CD47	2.27E-09	1.94E-06
COMP	2.34E-09	2.00E-06
KRT16	2.34E-09	2.01E-06
LOXL2	2.35E-09	2.01E-06
FCGR3B	2.35E-09	2.01E-06
FPR3	2.36E-09	2.02E-06
OAS1	2.57E-09	2.20E-06
ICAM1	2.66E-09	2.28E-06
COL9A3	2.73E-09	2.34E-06
TPM2	2.74E-09	2.34E-06
TRIM29	2.76E-09	2.36E-06
DSP	2.96E-09	2.53E-06
MARCO	2.99E-09	2.56E-06
ISG15	3.38E-09	2.89E-06
A2M	3.39E-09	2.90E-06
MGC29506	3.70E-09	3.17E-06
IGFBP5	3.73E-09	3.19E-06
NPL	3.75E-09	3.21E-06
NIACR2	4.03E-09	3.45E-06
PAPSS1	4.26E-09	3.65E-06
UGCG	4.51E-09	3.86E-06
SORBS1	4.52E-09	3.87E-06
PHF15	4.64E-09	3.97E-06
NET1	4.65E-09	3.98E-06
LOC100133739	4.84E-09	4.14E-06
NDRG1	4.87E-09	4.17E-06
CHRM3	5.10E-09	4.36E-06
PPFIA4	5.34E-09	4.57E-06
MAGEF1	5.49E-09	4.70E-06
C9orf3	5.83E-09	4.99E-06
CYP4B1	5.89E-09	5.04E-06
DPT	6.13E-09	5.25E-06
KRT6B	6.19E-09	5.30E-06
WWTR1	6.30E-09	5.39E-06
NCF2	7.02E-09	6.01E-06
SNAI2	7.06E-09	6.04E-06
FLNA	7.48E-09	6.40E-06
PLA2G7	7.83E-09	6.70E-06
HERC6	8.25E-09	7.06E-06
EDNRA	8.31E-09	7.11E-06
DUSP4	9.12E-09	7.81E-06
LYZ	9.82E-09	8.41E-06
PIM2	1.00E-08	8.56E-06
MALL	1.01E-08	8.68E-06
INHBB	1.02E-08	8.76E-06
SPEG	1.05E-08	8.98E-06
KHDRBS3	1.21E-08	1.03E-05
ACTN1	1.24E-08	1.06E-05
CHI3L2	1.24E-08	1.06E-05
MFGE8	1.29E-08	1.11E-05
TNFAIP3	1.31E-08	1.12E-05
VAV3	1.46E-08	1.25E-05
NOX4	1.59E-08	1.36E-05
COL18A1	1.69E-08	1.45E-05
ARNTL2	2.05E-08	1.75E-05
ITGAM	2.40E-08	2.05E-05
LGALS2	2.42E-08	2.08E-05
ART3	2.51E-08	2.15E-05
COL9A2	2.78E-08	2.38E-05
SFRP1	2.88E-08	2.47E-05
PROM1	3.21E-08	2.75E-05
IGLV3-19	3.33E-08	2.85E-05
USP1	3.57E-08	3.06E-05
RGS1	3.71E-08	3.17E-05
KRT15	4.14E-08	3.54E-05
FHL2	4.15E-08	3.55E-05
TLR3	4.46E-08	3.81E-05
KRT19	4.64E-08	3.97E-05
RARRES1	4.67E-08	4.00E-05
SOX9	4.73E-08	4.05E-05
KCNMB1	4.76E-08	4.07E-05
CAMK2N1	4.80E-08	4.11E-05
APOC1	4.93E-08	4.22E-05
GJA1	5.23E-08	4.47E-05
MFAP2	5.27E-08	4.51E-05
JAG1	5.37E-08	4.60E-05
APOBEC3A	5.57E-08	4.77E-05
IQCG	5.63E-08	4.82E-05
NAT1	6.12E-08	5.24E-05
ACP5	6.13E-08	5.25E-05
LMCD1	6.51E-08	5.58E-05
FERMT2	6.72E-08	5.75E-05
GATA3	6.82E-08	5.83E-05
COL15A1	6.88E-08	5.89E-05
ERAP1	7.14E-08	6.11E-05
DIP2C	7.36E-08	6.30E-05
SMTN	7.58E-08	6.49E-05
SLC31A2	7.88E-08	6.75E-05
ADH1B	8.02E-08	6.86E-05
TUBB6	8.16E-08	6.99E-05
ATP8A1	9.33E-08	7.99E-05
IRF4	9.46E-08	8.09E-05
KRT6A	1.00E-07	8.58E-05
ACTA2	1.03E-07	8.86E-05
FBLN2	1.13E-07	9.66E-05
GPRC5A	1.15E-07	9.89E-05
TNFRSF17	1.17E-07	0.000100027
PDE4B	1.21E-07	0.000103297
CELSR2	1.26E-07	0.000108166
ITPR1	1.28E-07	0.000109705
KCNK5	1.33E-07	0.000113605
LPP	1.34E-07	0.000115058
ELF5	1.38E-07	0.000117868
VGLL4	1.43E-07	0.000122179
IER3	1.44E-07	0.00012299
IMPA2	1.47E-07	0.000125515
GTF2A1L	1.49E-07	0.000127362
PXDN	1.51E-07	0.000129299
BLNK	1.60E-07	0.000136599
IGHD	1.62E-07	0.000138271
SC65	1.62E-07	0.000138674
IGHV4-31	1.86E-07	0.00015959
TMSB15B	1.93E-07	0.000165534
C9orf61	2.04E-07	0.000174345
MAGED4B	2.21E-07	0.000189244
GABBR1	2.40E-07	0.000205425
ERAP2	2.44E-07	0.000208726
HPSE	2.74E-07	0.000234537
CDKN1C	2.86E-07	0.000244833
SOX4	2.89E-07	0.000247704
CFLAR	3.25E-07	0.000278252
FAS	3.31E-07	0.000283682
CST6	4.01E-07	0.000343475
FABP4	4.17E-07	0.000357045
CLIC3	4.61E-07	0.00039484
FCGR2B	4.81E-07	0.00041203
STEAP1	5.22E-07	0.000447135
GM2A	5.36E-07	0.000458892
GLRX	5.76E-07	0.000492944
THBS1	5.84E-07	0.000500094
PGBD5	6.02E-07	0.000515599
CAND2	6.14E-07	0.000525884
LOC100133484	6.21E-07	0.000531171
LRP6	6.76E-07	0.000578751
MYH10	7.14E-07	0.000610921
TM4SF1	7.31E-07	0.000626137
IL1RN	7.45E-07	0.00063812
PEG10	7.47E-07	0.000639051
S100A6	7.60E-07	0.00065054
SLC24A3	8.14E-07	0.000697164
PTK7	8.15E-07	0.000697579
GPR183	8.19E-07	0.000700939
TMSB15A	8.63E-07	0.000738347
PAM	8.83E-07	0.000755923
DYNC1I1	9.06E-07	0.000775532
STK38L	9.17E-07	0.000784935
UGT8	9.68E-07	0.000828248
ETV5	9.73E-07	0.000832592
IGF1R	1.05E-06	0.000901198
FAT1	1.06E-06	0.000911428
CXCL2	1.18E-06	0.001013135
APOE	1.23E-06	0.001054985
MACF1	1.31E-06	0.001123547
DOK5	1.37E-06	0.001171622
ENPP1	1.47E-06	0.001255045
LOC100133862	1.47E-06	0.00125882
COL2A1	1.52E-06	0.001301873
MEF2A	1.68E-06	0.001442179
RP4-691N24.1	1.75E-06	0.001495958
CYR61	1.79E-06	0.001528243
AMOTL2	1.79E-06	0.001535252
TFCP2L1	1.85E-06	0.001583822
GPX7	1.94E-06	0.001658708
KLF5	1.95E-06	0.001665745
CXCL1	2.25E-06	0.001925465
NPY1R	2.37E-06	0.00202507
COL6A1	2.44E-06	0.002088591
HSD17B2	2.78E-06	0.002375421
MRC1	2.88E-06	0.002464805
CRABP1	3.12E-06	0.002667423
VIM	3.14E-06	0.002691403
SLC2A1	3.25E-06	0.002782142
CHPT1	3.36E-06	0.002878182
PDLIM4	3.52E-06	0.003016283
PEG3	3.57E-06	0.003052407
APP	3.79E-06	0.003240944
CALD1	3.91E-06	0.003343282
SLC5A6	4.18E-06	0.003578999
S100A13	4.91E-06	0.004199977
NFE2L3	5.75E-06	0.004917804
DSG2	5.95E-06	0.005094509
ARMCX2	6.50E-06	0.00556019
NFIB	6.74E-06	0.00577097
TUBA1A	6.82E-06	0.005839468
VEGFA	7.36E-06	0.006296652
C5orf13	7.59E-06	0.006494086
EGFL6	7.71E-06	0.006599841
RAB11FIP1	7.75E-06	0.00663757
CCL3	8.51E-06	0.007287668
SGMS1	8.77E-06	0.00751017
C6orf145	9.47E-06	0.008105847
KIAA0485	9.84E-06	0.008423661
VGLL1	1.05E-05	0.009010492
SCARB1	1.06E-05	0.009115363
STS	1.09E-05	0.009299093
CSTA	1.12E-05	0.009575022
ZNF395	1.14E-05	0.009716766
OAZ3	1.14E-05	0.00976473
LAMB3	1.15E-05	0.009866448
EFS	1.20E-05	0.010264456
ANO1	1.25E-05	0.010731155
CDH3	1.53E-05	0.013109936
TFPI2	1.54E-05	0.01318768
SHANK2	1.55E-05	0.013292358
CHST3	1.62E-05	0.013896783
GPR56	1.63E-05	0.013951722
PGCP	1.70E-05	0.014537495
CTNNAL1	1.73E-05	0.014787492
GPR161	1.79E-05	0.015351606
C12orf32	1.90E-05	0.016246395
SRD5A1	1.92E-05	0.016467305
NT5DC2	2.09E-05	0.017931885
MMP7	2.11E-05	0.01804362
MYBPC1	2.21E-05	0.018931122
COL4A1	2.31E-05	0.019770687
ADM	2.35E-05	0.020095562
IFI6	2.55E-05	0.02179451
LY6D	2.56E-05	0.021956242
KIAA1199	2.66E-05	0.022804111
MDFI	2.77E-05	0.023727563
RP1-21O18.1	2.79E-05	0.023900232
KCNN4	2.80E-05	0.024005576
OSBPL1A	2.90E-05	0.024807706
PI3	3.15E-05	0.026947449
FGFR3	3.30E-05	0.028224452
ZIC1	3.45E-05	0.029492834
BCL11A	3.62E-05	0.03095453
GPM6B	3.65E-05	0.031252243
CXCR4	3.85E-05	0.032985013
AKAP1	4.02E-05	0.034437664
HPCAL1	4.11E-05	0.035213102
ACTR3B	4.49E-05	0.03844765
SMAD7	4.99E-05	0.042674254
MAP2	5.11E-05	0.043718048
PLEKHB1	5.14E-05	0.043980192
MUC16	5.28E-05	0.045185636
IGLV4-60	5.40E-05	0.046195743
S100P	5.72E-05	0.048954596
RCN3	6.05E-05	0.051754172
CCL20	6.47E-05	0.055361377
MCAM	7.28E-05	0.062322707
CSPG4	7.92E-05	0.067794355
C5orf23	8.16E-05	0.069842327
ALDH1A1	8.53E-05	0.072985188
TUSC3	9.13E-05	0.078179155
