CD69	3.29E-15	3.51E-12
BCL2A1	3.30E-15	3.52E-12
MICALL1	3.42E-15	3.65E-12
PDGFD	3.54E-15	3.78E-12
IGKC	3.69E-15	3.93E-12
GPR18	3.93E-15	4.19E-12
IGSF6	4.02E-15	4.29E-12
C3AR1	4.76E-15	5.08E-12
CTSC	5.24E-15	5.59E-12
BTN2A2	5.48E-15	5.84E-12
TMC5	5.50E-15	5.87E-12
LAMB1	6.60E-15	7.04E-12
BGN	6.83E-15	7.29E-12
ID4	7.00E-15	7.47E-12
NCF1	7.37E-15	7.87E-12
AOAH	7.59E-15	8.10E-12
RNASE6	9.33E-15	9.95E-12
LY96	9.64E-15	1.03E-11
LST1	9.67E-15	1.03E-11
BTN3A2	9.79E-15	1.04E-11
MX1	1.13E-14	1.21E-11
SRPX	1.35E-14	1.44E-11
TRA@	1.37E-14	1.46E-11
ACSL1	1.40E-14	1.50E-11
S100A8	1.54E-14	1.65E-11
CLEC7A	1.66E-14	1.77E-11
IL15RA	1.73E-14	1.85E-11
FAM174B	1.77E-14	1.88E-11
DDX58	1.77E-14	1.89E-11
HLA-B	1.79E-14	1.91E-11
CCL8	2.01E-14	2.15E-11
ALOX15B	2.16E-14	2.30E-11
IFI16	2.19E-14	2.33E-11
P2RY5	2.35E-14	2.50E-11
MAT2B	2.42E-14	2.58E-11
HTRA1	2.54E-14	2.71E-11
CSF1R	2.76E-14	2.95E-11
C19orf66	3.27E-14	3.49E-11
STAP1	3.33E-14	3.55E-11
PTRF	3.67E-14	3.91E-11
MAOA	4.13E-14	4.40E-11
SCHIP1	4.69E-14	5.01E-11
DHRS2	4.80E-14	5.13E-11
LAIR1	5.15E-14	5.50E-11
ZBED2	5.20E-14	5.55E-11
ALDH4A1	5.62E-14	5.99E-11
MICB	5.74E-14	6.13E-11
PTPN22	6.09E-14	6.50E-11
LOC339562	6.13E-14	6.54E-11
PTGDS	6.38E-14	6.80E-11
KIAA1324	6.49E-14	6.93E-11
LRMP	6.55E-14	6.99E-11
ICAM3	6.57E-14	7.01E-11
CHST1	6.84E-14	7.30E-11
TAP2	7.56E-14	8.06E-11
EGLN3	8.41E-14	8.98E-11
SH2B3	8.72E-14	9.30E-11
CLEC2B	9.00E-14	9.61E-11
TRPV2	9.05E-14	9.66E-11
IFI35	9.34E-14	9.97E-11
SP100	9.51E-14	1.01E-10
PARP8	9.78E-14	1.04E-10
SNX10	9.90E-14	1.06E-10
ACSL5	1.00E-13	1.07E-10
MXRA8	1.07E-13	1.14E-10
TSPAN8	1.20E-13	1.28E-10
IFIT5	1.24E-13	1.32E-10
TGFBR3	1.53E-13	1.64E-10
BTK	1.67E-13	1.78E-10
CD96	1.67E-13	1.78E-10
MAP4K1	1.67E-13	1.78E-10
BIN2	1.72E-13	1.83E-10
RFTN1	1.78E-13	1.90E-10
CKAP2	1.79E-13	1.91E-10
MRC2	2.08E-13	2.22E-10
LY86	2.09E-13	2.23E-10
GZMH	2.20E-13	2.35E-10
TFAP2C	2.28E-13	2.43E-10
KRT23	2.32E-13	2.48E-10
LAT2	2.50E-13	2.67E-10
C1S	2.62E-13	2.80E-10
TTYH1	2.70E-13	2.88E-10
PMEPA1	2.97E-13	3.17E-10
MS4A1	3.23E-13	3.45E-10
CRYAB	3.37E-13	3.60E-10
C10orf116	3.44E-13	3.67E-10
TIMP3	3.48E-13	3.71E-10
CRTAM	3.77E-13	4.02E-10
ICAM2	4.02E-13	4.29E-10
GGT1	4.03E-13	4.30E-10
C4B	4.13E-13	4.40E-10
N4BP2L1	4.23E-13	4.51E-10
IL27RA	4.26E-13	4.55E-10
CD97	4.33E-13	4.62E-10
RASL12	4.50E-13	4.80E-10
ADAM28	4.60E-13	4.91E-10
LAMA4	4.74E-13	5.06E-10
KLRB1	4.86E-13	5.18E-10
FGR	5.03E-13	5.37E-10
IFITM1	5.33E-13	5.69E-10
UBA7	5.64E-13	6.02E-10
KRT17	5.85E-13	6.25E-10
RASGRP1	6.04E-13	6.44E-10
COL5A1	6.41E-13	6.84E-10
CAV1	6.45E-13	6.88E-10
MXRA7	7.00E-13	7.47E-10
KRT14	7.66E-13	8.17E-10
SP140L	8.13E-13	8.67E-10
IL6ST	1.00E-12	1.07E-09
HPGD	1.02E-12	1.09E-09
DPYD	1.04E-12	1.10E-09
TNFSF10	1.06E-12	1.14E-09
CTSH	1.08E-12	1.15E-09
COL11A1	1.10E-12	1.17E-09
SLAMF7	1.13E-12	1.21E-09
CLEC4A	1.16E-12	1.24E-09
TRIM38	1.19E-12	1.27E-09
IGHM	1.26E-12	1.34E-09
TNFRSF14	1.26E-12	1.34E-09
KIAA0746	1.30E-12	1.39E-09
SLC26A2	1.39E-12	1.48E-09
CYBA	1.46E-12	1.55E-09
LGALS3BP	1.60E-12	1.71E-09
OAS2	1.63E-12	1.74E-09
SEMA3C	1.67E-12	1.78E-09
COPZ2	1.69E-12	1.81E-09
TNFAIP2	1.75E-12	1.87E-09
PTGER4	1.83E-12	1.95E-09
DENND1C	1.87E-12	1.99E-09
C12orf35	1.92E-12	2.05E-09
FHL1	1.96E-12	2.09E-09
FAM5C	2.01E-12	2.15E-09
HIG2	2.03E-12	2.17E-09
APOBEC3B	2.04E-12	2.17E-09
MAGED2	2.11E-12	2.26E-09
MFNG	2.22E-12	2.37E-09
HERC5	2.26E-12	2.41E-09
MYLK	2.26E-12	2.41E-09
IRF9	2.65E-12	2.83E-09
LYN	2.69E-12	2.87E-09
HCK	2.82E-12	3.01E-09
IGL@	2.96E-12	3.16E-09
CDH11	3.05E-12	3.25E-09
S100A7	3.05E-12	3.25E-09
FNBP1	3.39E-12	3.62E-09
ACTG2	3.55E-12	3.79E-09
HIST1H4H	3.57E-12	3.81E-09
FXYD6	3.65E-12	3.90E-09
IL16	3.72E-12	3.97E-09
SH2D1A	3.98E-12	4.25E-09
HLA-DOB	4.36E-12	4.65E-09
C3	4.63E-12	4.94E-09
GPR87	4.82E-12	5.14E-09
CASP4	4.84E-12	5.16E-09
XCL1	5.27E-12	5.62E-09
ITGB5	5.70E-12	6.08E-09
CCR1	5.72E-12	6.10E-09
NR2F1	6.19E-12	6.60E-09
FCGR1B	6.33E-12	6.75E-09
IFI27	6.54E-12	6.98E-09
IRF7	6.58E-12	7.02E-09
GVIN1	6.70E-12	7.15E-09
CFB	7.07E-12	7.54E-09
NFKBIE	7.18E-12	7.66E-09
COL1A1	7.61E-12	8.12E-09
CD36	8.08E-12	8.62E-09
SERPING1	8.29E-12	8.85E-09
TOX3	9.14E-12	9.75E-09
SOD2	9.42E-12	1.01E-08
LILRB4	9.98E-12	1.06E-08
C1R	1.00E-11	1.07E-08
MREG	1.02E-11	1.09E-08
NID1	1.10E-11	1.18E-08
FEZ1	1.22E-11	1.30E-08
TMEM47	1.32E-11	1.41E-08
LTF	1.33E-11	1.42E-08
COL5A2	1.44E-11	1.54E-08
FAIM3	1.45E-11	1.55E-08
IGLL3	1.49E-11	1.59E-08
SPIB	1.50E-11	1.60E-08
GPR177	1.59E-11	1.70E-08
NR1H3	1.62E-11	1.73E-08
LOC100133233	1.63E-11	1.74E-08
TLR2	1.64E-11	1.75E-08
PYCARD	1.66E-11	1.77E-08
C4A	1.67E-11	1.78E-08
SPON1	1.69E-11	1.80E-08
SP110	1.74E-11	1.86E-08
NUAK2	1.76E-11	1.88E-08
TMEM176B	1.76E-11	1.88E-08
GPSM3	1.76E-11	1.88E-08
ENPP2	1.77E-11	1.89E-08
KANK2	1.80E-11	1.92E-08
HOXC6	1.85E-11	1.97E-08
IL32	1.85E-11	1.98E-08
DSE	1.87E-11	2.00E-08
C2	1.91E-11	2.03E-08
CD4	2.16E-11	2.31E-08
LBA1	2.16E-11	2.31E-08
IGF2	2.20E-11	2.34E-08
FASLG	2.34E-11	2.50E-08
COL10A1	2.63E-11	2.81E-08
IGKV4-1	2.69E-11	2.87E-08
FLRT2	3.12E-11	3.33E-08
PTK6	3.37E-11	3.59E-08
PLSCR1	3.40E-11	3.63E-08
IVD	3.46E-11	3.70E-08
MIA	3.48E-11	3.72E-08
GPR125	3.49E-11	3.73E-08
SQRDL	3.56E-11	3.80E-08
CLDN8	3.65E-11	3.89E-08
DACT1	3.71E-11	3.96E-08
NCK1	3.84E-11	4.09E-08
C1orf38	3.94E-11	4.21E-08
MYL9	4.02E-11	4.29E-08
HMHA1	4.27E-11	4.56E-08
HOXC10	4.30E-11	4.59E-08
GLUL	4.30E-11	4.59E-08
SOCS1	4.32E-11	4.61E-08
TLR1	4.65E-11	4.96E-08
LILRB2	4.75E-11	5.07E-08
SERPINB5	4.86E-11	5.18E-08
TAPBPL	5.24E-11	5.59E-08
TAGLN	5.43E-11	5.80E-08
ALDH2	5.53E-11	5.90E-08
ASPN	5.57E-11	5.94E-08
CLEC11A	5.64E-11	6.02E-08
FCGR1A	6.05E-11	6.45E-08
COBL	6.08E-11	6.49E-08
SIGLEC1	6.22E-11	6.64E-08
ITGB7	6.65E-11	7.10E-08
MFAP5	6.86E-11	7.32E-08
CD7	7.38E-11	7.87E-08
AHNAK2	8.13E-11	8.67E-08
COX7A1	8.39E-11	8.96E-08
ACP2	8.51E-11	9.08E-08
GABRP	8.58E-11	9.15E-08
ID1	8.77E-11	9.36E-08
MX2	8.78E-11	9.36E-08
CREBL2	8.97E-11	9.57E-08
IL18RAP	9.59E-11	1.02E-07
FAM46C	1.04E-10	1.10E-07
SOBP	1.04E-10	1.11E-07
DRAM	1.05E-10	1.12E-07
C9orf46	1.06E-10	1.13E-07
HLA-DRB6	1.06E-10	1.13E-07
C1QTNF3	1.09E-10	1.17E-07
SERPINB1	1.11E-10	1.18E-07
SLC2A10	1.11E-10	1.18E-07
KCTD12	1.14E-10	1.22E-07
DKK3	1.17E-10	1.25E-07
USP15	1.31E-10	1.40E-07
ACAP1	1.32E-10	1.41E-07
RASSF4	1.35E-10	1.44E-07
TRD@	1.36E-10	1.46E-07
TRIM14	1.39E-10	1.48E-07
SH3BP4	1.52E-10	1.62E-07
TDRD7	1.55E-10	1.65E-07
HLA-DQB1	1.67E-10	1.78E-07
RSAD2	1.68E-10	1.80E-07
IGHG1	1.73E-10	1.85E-07
IKZF1	1.76E-10	1.88E-07
NDRG2	1.81E-10	1.93E-07
TYMP	1.82E-10	1.94E-07
F2RL1	1.86E-10	1.99E-07
SPON2	1.98E-10	2.11E-07
XYLT1	2.01E-10	2.14E-07
DUSP6	2.11E-10	2.25E-07
LOC91316	2.18E-10	2.33E-07
C13orf18	2.21E-10	2.36E-07
CCL19	2.43E-10	2.59E-07
NADK	2.44E-10	2.61E-07
ALDH6A1	2.52E-10	2.69E-07
BST2	2.57E-10	2.74E-07
CDKN2A	2.87E-10	3.07E-07
CD14	3.12E-10	3.33E-07
HMGCR	3.18E-10	3.39E-07
VAMP5	3.27E-10	3.49E-07
LBP	3.35E-10	3.58E-07
IFIT1	3.56E-10	3.80E-07
THBS2	3.60E-10	3.84E-07
TRIM2	3.66E-10	3.90E-07
IGJ	3.69E-10	3.94E-07
KRT5	3.81E-10	4.07E-07
ARHGDIB	4.46E-10	4.76E-07
SDC1	4.61E-10	4.92E-07
COL4A5	4.87E-10	5.20E-07
NID2	5.03E-10	5.37E-07
CASP8	5.35E-10	5.70E-07
LAT	5.74E-10	6.12E-07
CD40	5.76E-10	6.14E-07
DLC1	5.77E-10	6.15E-07
TRAF3IP3	5.79E-10	6.17E-07
PRELP	6.24E-10	6.66E-07
DNAJA1	6.83E-10	7.29E-07
BCL3	7.47E-10	7.97E-07
CTSW	7.48E-10	7.98E-07
CD72	7.63E-10	8.14E-07
SAMD9	8.62E-10	9.19E-07
SDC2	9.22E-10	9.84E-07
PDGFA	9.36E-10	9.99E-07
RUNX3	9.61E-10	1.03E-06
ISG20	1.06E-09	1.14E-06
ANP32E	1.07E-09	1.14E-06
IFIT2	1.08E-09	1.15E-06
CPVL	1.13E-09	1.20E-06
PECAM1	1.17E-09	1.25E-06
ENO2	1.21E-09	1.29E-06
CD163	1.23E-09	1.31E-06
SLC15A3	1.30E-09	1.39E-06
LCP1	1.31E-09	1.40E-06
CSF2RA	1.39E-09	1.48E-06
KLRD1	1.47E-09	1.57E-06
ST3GAL5	1.58E-09	1.68E-06
EFNA3	1.60E-09	1.71E-06
CD79A	1.66E-09	1.77E-06
HSPB1	1.91E-09	2.04E-06
SECTM1	1.94E-09	2.07E-06
MS4A4A	2.13E-09	2.28E-06
PNMAL1	2.22E-09	2.37E-06
TSC22D1	2.25E-09	2.40E-06
TMEM176A	2.27E-09	2.42E-06
CD47	2.27E-09	2.42E-06
COMP	2.34E-09	2.50E-06
KRT16	2.34E-09	2.50E-06
LOXL2	2.35E-09	2.51E-06
FCGR3B	2.35E-09	2.51E-06
FPR3	2.36E-09	2.52E-06
OAS1	2.57E-09	2.75E-06
ICAM1	2.66E-09	2.84E-06
COL9A3	2.73E-09	2.91E-06
CNN1	2.74E-09	2.92E-06
TPM2	2.74E-09	2.92E-06
RIPK2	2.74E-09	2.92E-06
MARCO	2.99E-09	3.19E-06
ISG15	3.38E-09	3.60E-06
MGC29506	3.70E-09	3.95E-06
IGFBP5	3.73E-09	3.98E-06
NPL	3.75E-09	4.00E-06
TLE2	3.98E-09	4.25E-06
PLXNC1	4.16E-09	4.44E-06
ZNF267	4.17E-09	4.45E-06
CHST6	4.26E-09	4.54E-06
SORBS1	4.52E-09	4.82E-06
FBLN1	4.59E-09	4.90E-06
PHF15	4.64E-09	4.95E-06
LOC100133739	4.84E-09	5.16E-06
NDRG1	4.87E-09	5.19E-06
CHRM3	5.10E-09	5.44E-06
CA12	5.12E-09	5.46E-06
SQLE	5.34E-09	5.70E-06
C9orf3	5.83E-09	6.22E-06
PLA2G4C	5.85E-09	6.25E-06
KRT6B	6.19E-09	6.60E-06
LY75	6.68E-09	7.13E-06
EIF2AK2	6.93E-09	7.39E-06
NCF2	7.02E-09	7.49E-06
SNAI2	7.06E-09	7.53E-06
ANG	7.18E-09	7.66E-06
SPI1	7.50E-09	8.00E-06
LSP1	7.62E-09	8.13E-06
PHF11	7.65E-09	8.16E-06
ESRRG	7.78E-09	8.30E-06
PLA2G7	7.83E-09	8.36E-06
HERC6	8.25E-09	8.80E-06
EDNRA	8.31E-09	8.87E-06
P2RX5	8.37E-09	8.93E-06
RHBDF2	8.43E-09	8.99E-06
ELF4	8.49E-09	9.06E-06
APOBEC3F	8.50E-09	9.07E-06
VASH2	9.07E-09	9.68E-06
RASSF2	9.38E-09	1.00E-05
LYZ	9.82E-09	1.05E-05
PIM2	1.00E-08	1.07E-05
MALL	1.01E-08	1.08E-05
ADAM8	1.02E-08	1.09E-05
INHBB	1.02E-08	1.09E-05
KHDRBS3	1.21E-08	1.29E-05
FAM117A	1.22E-08	1.30E-05
APOL2	1.23E-08	1.32E-05
ACTN1	1.24E-08	1.32E-05
MFGE8	1.29E-08	1.38E-05
COL5A3	1.30E-08	1.39E-05
TNFAIP3	1.31E-08	1.40E-05
PROS1	1.35E-08	1.44E-05
PDGFRL	1.50E-08	1.60E-05
DLX5	1.53E-08	1.63E-05
NOX4	1.59E-08	1.69E-05
PDZRN3	1.75E-08	1.87E-05
SLC19A2	1.84E-08	1.96E-05
GRP	1.88E-08	2.01E-05
CAV2	1.94E-08	2.07E-05
ARNTL2	2.05E-08	2.18E-05
ARHGEF3	2.16E-08	2.31E-05
SPRY4	2.37E-08	2.52E-05
ITGAM	2.40E-08	2.56E-05
LGALS2	2.42E-08	2.59E-05
GDF15	2.47E-08	2.63E-05
E2F5	2.52E-08	2.69E-05
SERPINB3	2.70E-08	2.88E-05
FYN	2.85E-08	3.04E-05
FCHSD2	2.94E-08	3.13E-05
ARHGEF6	2.94E-08	3.14E-05
IL18	3.10E-08	3.31E-05
PROM1	3.21E-08	3.42E-05
IGLV3-19	3.33E-08	3.55E-05
RGS1	3.71E-08	3.96E-05
CTLA4	3.84E-08	4.10E-05
CLU	4.01E-08	4.28E-05
KRT15	4.14E-08	4.41E-05
FHL2	4.15E-08	4.43E-05
VPS13C	4.19E-08	4.47E-05
RARRES1	4.67E-08	4.98E-05
CAMK2N1	4.80E-08	5.12E-05
APOC1	4.93E-08	5.26E-05
MYH11	5.16E-08	5.51E-05
ADAM12	5.19E-08	5.54E-05
MFAP2	5.27E-08	5.62E-05
RHOF	5.29E-08	5.64E-05
CD6	5.32E-08	5.67E-05
JAG1	5.37E-08	5.73E-05
LY6E	5.53E-08	5.90E-05
APOBEC3A	5.57E-08	5.95E-05
IQCG	5.63E-08	6.01E-05
HSPB2	5.85E-08	6.24E-05
ACP5	6.13E-08	6.54E-05
EFNA1	6.36E-08	6.78E-05
FERMT2	6.72E-08	7.17E-05
GATA3	6.82E-08	7.27E-05
ERAP1	7.14E-08	7.61E-05
DIP2C	7.36E-08	7.85E-05
IFITM3	7.51E-08	8.01E-05
SMTN	7.58E-08	8.09E-05
ZMYM6	7.68E-08	8.19E-05
FRY	7.84E-08	8.37E-05
FUCA1	8.43E-08	9.00E-05
IRF4	9.46E-08	0.000100885
KRT6A	1.00E-07	0.000106972
S100A2	1.02E-07	0.000108972
CALB2	1.03E-07	0.000109505
FBLN2	1.13E-07	0.000120427
SMCHD1	1.13E-07	0.000120541
GPRC5A	1.15E-07	0.000123217
TNFRSF17	1.17E-07	0.000124683
FOS	1.17E-07	0.000125119
PDE4B	1.21E-07	0.00012876
CELSR2	1.26E-07	0.000134829
ITPR1	1.28E-07	0.000136747
BTG2	1.28E-07	0.000136955
RNASE4	1.32E-07	0.000140767
NFKBIA	1.33E-07	0.00014176
VGLL4	1.43E-07	0.000152296
GTF2A1L	1.49E-07	0.000158756
PXDN	1.51E-07	0.00016117
EVL	1.51E-07	0.00016119
S100B	1.52E-07	0.000162238
SLC25A22	1.55E-07	0.000165404
CXCR7	1.55E-07	0.000165411
BLNK	1.60E-07	0.00017027
IGHD	1.62E-07	0.000172355
SC65	1.62E-07	0.000172857
EGFR	1.82E-07	0.000194138
IGHV4-31	1.86E-07	0.000198928
TNFRSF9	1.87E-07	0.000199811
